article_id,year,feature_group,feature_value,feature_column,present
2M3AP2GL,2017,primary_methodology,none,primary_methodology__none,1
2M3AP2GL,2017,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
2M3AP2GL,2017,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
2M3AP2GL,2017,conceptual_theme,social_equity_and_access,conceptual_theme__social_equity_and_access,1
2M3AP2GL,2017,conceptual_theme,multiple_themes,conceptual_theme__multiple_themes,1
2M3AP2GL,2017,library_context,academic_library,library_context__academic_library,1
2M3AP2GL,2017,game_format,unspecified_game_format,game_format__unspecified_game_format,1
2M3AP2GL,2017,service_area,collections_and_access,service_area__collections_and_access,1
2M3AP2GL,2017,service_area,discovery_and_advisory,service_area__discovery_and_advisory,1
2M3AP2GL,2017,service_area,learning_and_literacy,service_area__learning_and_literacy,1
2M3AP2GL,2017,service_area,programming_and_facilitation,service_area__programming_and_facilitation,1
2M3AP2GL,2017,service_area,community_and_inclusion,service_area__community_and_inclusion,1
2M3AP2GL,2017,service_area,outreach_and_partnerships,service_area__outreach_and_partnerships,1
2M3AP2GL,2017,service_area,professional_capacity,service_area__professional_capacity,1
2M3AP2GL,2017,service_audience,students,service_audience__students,1
2M3AP2GL,2017,intended_outcome,engagement_and_participation,intended_outcome__engagement_and_participation,1
2M3AP2GL,2017,evidence_confidence,evidence_synthesis,evidence_confidence__evidence_synthesis,1
2M3AP2GL,2017,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
2M3AP2GL,2017,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
2M3AP2GL,2017,service_conditions_addressed,community_assessment_needed,service_conditions_addressed__community_assessment_needed,1
2M3AP2GL,2017,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
2M3AP2GL,2017,service_conditions_addressed,evaluation_or_reflection,service_conditions_addressed__evaluation_or_reflection,1
HNBUMPAG,2011,source_type,conference_paper,source_type__conference_paper,1
HNBUMPAG,2011,evidence_type,theoretical_or_conceptual,evidence_type__theoretical_or_conceptual,1
HNBUMPAG,2011,primary_methodology,theoretical_or_conceptual,primary_methodology__theoretical_or_conceptual,1
HNBUMPAG,2011,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
HNBUMPAG,2011,conceptual_theme,participatory_culture_and_production,conceptual_theme__participatory_culture_and_production,1
HNBUMPAG,2011,conceptual_theme,game_literacy,conceptual_theme__game_literacy,1
HNBUMPAG,2011,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
HNBUMPAG,2011,conceptual_theme,conditional_benefits,conceptual_theme__conditional_benefits,1
HNBUMPAG,2011,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
HNBUMPAG,2011,conceptual_theme,educational_psychology,conceptual_theme__educational_psychology,1
HNBUMPAG,2011,conceptual_theme,social_equity_and_access,conceptual_theme__social_equity_and_access,1
HNBUMPAG,2011,conceptual_theme,multiple_themes,conceptual_theme__multiple_themes,1
HNBUMPAG,2011,library_context,non_library_context,library_context__non_library_context,1
HNBUMPAG,2011,game_format,digital_game,game_format__digital_game,1
HNBUMPAG,2011,game_format,gamification,game_format__gamification,1
HNBUMPAG,2011,service_area,learning_and_literacy,service_area__learning_and_literacy,1
HNBUMPAG,2011,service_area,community_and_inclusion,service_area__community_and_inclusion,1
HNBUMPAG,2011,service_area,outreach_and_partnerships,service_area__outreach_and_partnerships,1
HNBUMPAG,2011,service_audience,not_applicable,service_audience__not_applicable,1
HNBUMPAG,2011,intended_outcome,other,intended_outcome__other,1
HNBUMPAG,2011,evidence_confidence,theoretical_or_conceptual,evidence_confidence__theoretical_or_conceptual,1
HNBUMPAG,2011,service_conditions_addressed,other,service_conditions_addressed__other,1
7VH8M8XR,2024,source_type,professional_publication,source_type__professional_publication,1
7VH8M8XR,2024,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
7VH8M8XR,2024,primary_methodology,none,primary_methodology__none,1
7VH8M8XR,2024,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
7VH8M8XR,2024,conceptual_theme,participatory_culture_and_production,conceptual_theme__participatory_culture_and_production,1
7VH8M8XR,2024,library_context,public_library,library_context__public_library,1
7VH8M8XR,2024,game_format,tabletop_roleplaying_game,game_format__tabletop_roleplaying_game,1
7VH8M8XR,2024,service_area,programming_and_facilitation,service_area__programming_and_facilitation,1
7VH8M8XR,2024,service_audience,general_public,service_audience__general_public,1
7VH8M8XR,2024,intended_outcome,engagement_and_participation,intended_outcome__engagement_and_participation,1
7VH8M8XR,2024,evidence_confidence,descriptive_only,evidence_confidence__descriptive_only,1
7VH8M8XR,2024,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
7VH8M8XR,2024,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
AARZCMQI,2022,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
AARZCMQI,2022,evidence_type,empirical_study,evidence_type__empirical_study,1
AARZCMQI,2022,primary_methodology,content_analysis,primary_methodology__content_analysis,1
AARZCMQI,2022,conceptual_theme,game_literacy,conceptual_theme__game_literacy,1
AARZCMQI,2022,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
AARZCMQI,2022,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
AARZCMQI,2022,library_context,public_library,library_context__public_library,1
AARZCMQI,2022,game_format,gamification,game_format__gamification,1
AARZCMQI,2022,service_area,learning_and_literacy,service_area__learning_and_literacy,1
AARZCMQI,2022,service_area,community_and_inclusion,service_area__community_and_inclusion,1
AARZCMQI,2022,service_area,outreach_and_partnerships,service_area__outreach_and_partnerships,1
AARZCMQI,2022,service_audience,children,service_audience__children,1
AARZCMQI,2022,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
AARZCMQI,2022,evidence_confidence,demonstrated_outcome,evidence_confidence__demonstrated_outcome,1
AARZCMQI,2022,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
AARZCMQI,2022,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
AARZCMQI,2022,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
PQJ96YIY,2015,source_type,professional_publication,source_type__professional_publication,1
PQJ96YIY,2015,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
PQJ96YIY,2015,primary_methodology,evidence_synthesis,primary_methodology__evidence_synthesis,1
PQJ96YIY,2015,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
PQJ96YIY,2015,conceptual_theme,game_literacy,conceptual_theme__game_literacy,1
PQJ96YIY,2015,library_context,school_library,library_context__school_library,1
PQJ96YIY,2015,game_format,digital_game,game_format__digital_game,1
PQJ96YIY,2015,service_area,learning_and_literacy,service_area__learning_and_literacy,1
PQJ96YIY,2015,service_area,collections_and_access,service_area__collections_and_access,1
PQJ96YIY,2015,service_audience,students,service_audience__students,1
PQJ96YIY,2015,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
PQJ96YIY,2015,evidence_confidence,practitioner_knowledge,evidence_confidence__practitioner_knowledge,1
PQJ96YIY,2015,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
PQJ96YIY,2015,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
9IPKA2CE,2020,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
9IPKA2CE,2020,evidence_type,empirical_study,evidence_type__empirical_study,1
9IPKA2CE,2020,primary_methodology,survey,primary_methodology__survey,1
9IPKA2CE,2020,conceptual_theme,educational_psychology,conceptual_theme__educational_psychology,1
9IPKA2CE,2020,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
9IPKA2CE,2020,library_context,library_school,library_context__library_school,1
9IPKA2CE,2020,game_format,digital_game,game_format__digital_game,1
9IPKA2CE,2020,game_format,tabletop_game,game_format__tabletop_game,1
9IPKA2CE,2020,service_area,professional_capacity,service_area__professional_capacity,1
9IPKA2CE,2020,service_area,learning_and_literacy,service_area__learning_and_literacy,1
9IPKA2CE,2020,service_audience,students,service_audience__students,1
9IPKA2CE,2020,intended_outcome,institutional_capacity,intended_outcome__institutional_capacity,1
9IPKA2CE,2020,evidence_confidence,descriptive_only,evidence_confidence__descriptive_only,1
9IPKA2CE,2020,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
9IPKA2CE,2020,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
9IPKA2CE,2020,service_conditions_addressed,evaluation_or_reflection,service_conditions_addressed__evaluation_or_reflection,1
YAFFWXSE,2025,source_type,professional_publication,source_type__professional_publication,1
YAFFWXSE,2025,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
YAFFWXSE,2025,primary_methodology,survey,primary_methodology__survey,1
YAFFWXSE,2025,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
YAFFWXSE,2025,conceptual_theme,participatory_culture_and_production,conceptual_theme__participatory_culture_and_production,1
YAFFWXSE,2025,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
YAFFWXSE,2025,library_context,non_library_context,library_context__non_library_context,1
YAFFWXSE,2025,game_format,digital_game,game_format__digital_game,1
YAFFWXSE,2025,game_format,virtual_or_augmented_reality,game_format__virtual_or_augmented_reality,1
YAFFWXSE,2025,game_format,tabletop_game,game_format__tabletop_game,1
YAFFWXSE,2025,game_format,tabletop_roleplaying_game,game_format__tabletop_roleplaying_game,1
YAFFWXSE,2025,service_area,learning_and_literacy,service_area__learning_and_literacy,1
YAFFWXSE,2025,service_area,community_and_inclusion,service_area__community_and_inclusion,1
YAFFWXSE,2025,service_area,outreach_and_partnerships,service_area__outreach_and_partnerships,1
YAFFWXSE,2025,service_audience,general_public,service_audience__general_public,1
YAFFWXSE,2025,intended_outcome,engagement_and_participation,intended_outcome__engagement_and_participation,1
YAFFWXSE,2025,evidence_confidence,practitioner_knowledge,evidence_confidence__practitioner_knowledge,1
YAFFWXSE,2025,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
YAFFWXSE,2025,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
MR2KV4NF,2022,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
MR2KV4NF,2022,evidence_type,empirical_study,evidence_type__empirical_study,1
MR2KV4NF,2022,primary_methodology,mixed_methods,primary_methodology__mixed_methods,1
MR2KV4NF,2022,conceptual_theme,educational_psychology,conceptual_theme__educational_psychology,1
MR2KV4NF,2022,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
MR2KV4NF,2022,library_context,non_library_context,library_context__non_library_context,1
MR2KV4NF,2022,game_format,tabletop_game,game_format__tabletop_game,1
MR2KV4NF,2022,game_format,digital_game,game_format__digital_game,1
MR2KV4NF,2022,service_area,learning_and_literacy,service_area__learning_and_literacy,1
MR2KV4NF,2022,service_audience,students,service_audience__students,1
MR2KV4NF,2022,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
MR2KV4NF,2022,evidence_confidence,demonstrated_outcome,evidence_confidence__demonstrated_outcome,1
MR2KV4NF,2022,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
MR2KV4NF,2022,service_conditions_addressed,evaluation_or_reflection,service_conditions_addressed__evaluation_or_reflection,1
5N2HI87D,2011,source_type,professional_publication,source_type__professional_publication,1
5N2HI87D,2011,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
5N2HI87D,2011,primary_methodology,evidence_synthesis,primary_methodology__evidence_synthesis,1
5N2HI87D,2011,conceptual_theme,social_equity_and_access,conceptual_theme__social_equity_and_access,1
5N2HI87D,2011,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
5N2HI87D,2011,library_context,school_library,library_context__school_library,1
5N2HI87D,2011,game_format,digital_game,game_format__digital_game,1
5N2HI87D,2011,service_area,learning_and_literacy,service_area__learning_and_literacy,1
5N2HI87D,2011,service_audience,students,service_audience__students,1
5N2HI87D,2011,intended_outcome,equitable_access,intended_outcome__equitable_access,1
5N2HI87D,2011,evidence_confidence,practitioner_knowledge,evidence_confidence__practitioner_knowledge,1
5N2HI87D,2011,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
5N2HI87D,2011,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
8XX2IH2G,2017,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
8XX2IH2G,2017,evidence_type,empirical_study,evidence_type__empirical_study,1
8XX2IH2G,2017,primary_methodology,qualitative_study,primary_methodology__qualitative_study,1
8XX2IH2G,2017,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
8XX2IH2G,2017,conceptual_theme,educational_psychology,conceptual_theme__educational_psychology,1
8XX2IH2G,2017,library_context,academic_library,library_context__academic_library,1
8XX2IH2G,2017,game_format,digital_game,game_format__digital_game,1
8XX2IH2G,2017,game_format,tabletop_game,game_format__tabletop_game,1
8XX2IH2G,2017,service_area,collections_and_access,service_area__collections_and_access,1
8XX2IH2G,2017,service_area,learning_and_literacy,service_area__learning_and_literacy,1
8XX2IH2G,2017,service_area,discovery_and_advisory,service_area__discovery_and_advisory,1
8XX2IH2G,2017,service_audience,students,service_audience__students,1
8XX2IH2G,2017,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
8XX2IH2G,2017,evidence_confidence,demonstrated_outcome,evidence_confidence__demonstrated_outcome,1
8XX2IH2G,2017,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
8XX2IH2G,2017,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
8XX2IH2G,2017,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
DG2AN7WP,2007,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
DG2AN7WP,2007,evidence_type,theoretical_or_conceptual,evidence_type__theoretical_or_conceptual,1
DG2AN7WP,2007,primary_methodology,qualitative_study,primary_methodology__qualitative_study,1
DG2AN7WP,2007,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
DG2AN7WP,2007,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
DG2AN7WP,2007,library_context,public_library,library_context__public_library,1
DG2AN7WP,2007,game_format,unspecified_game_format,game_format__unspecified_game_format,1
DG2AN7WP,2007,service_area,collections_and_access,service_area__collections_and_access,1
DG2AN7WP,2007,service_area,learning_and_literacy,service_area__learning_and_literacy,1
DG2AN7WP,2007,service_area,community_and_inclusion,service_area__community_and_inclusion,1
DG2AN7WP,2007,service_audience,general_public,service_audience__general_public,1
DG2AN7WP,2007,intended_outcome,other,intended_outcome__other,1
DG2AN7WP,2007,evidence_confidence,theoretical_or_conceptual,evidence_confidence__theoretical_or_conceptual,1
DG2AN7WP,2007,service_conditions_addressed,other,service_conditions_addressed__other,1
3LSZ4R4E,2021,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
3LSZ4R4E,2021,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
3LSZ4R4E,2021,primary_methodology,qualitative_study,primary_methodology__qualitative_study,1
3LSZ4R4E,2021,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
3LSZ4R4E,2021,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
3LSZ4R4E,2021,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
3LSZ4R4E,2021,library_context,academic_library,library_context__academic_library,1
3LSZ4R4E,2021,game_format,tabletop_game,game_format__tabletop_game,1
3LSZ4R4E,2021,service_area,collections_and_access,service_area__collections_and_access,1
3LSZ4R4E,2021,service_area,programming_and_facilitation,service_area__programming_and_facilitation,1
3LSZ4R4E,2021,service_audience,students,service_audience__students,1
3LSZ4R4E,2021,intended_outcome,engagement_and_participation,intended_outcome__engagement_and_participation,1
3LSZ4R4E,2021,evidence_confidence,practitioner_knowledge,evidence_confidence__practitioner_knowledge,1
3LSZ4R4E,2021,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
3LSZ4R4E,2021,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
3LSZ4R4E,2021,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
FE73J8WI,2023,source_type,professional_publication,source_type__professional_publication,1
FE73J8WI,2023,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
FE73J8WI,2023,primary_methodology,none,primary_methodology__none,1
FE73J8WI,2023,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
FE73J8WI,2023,conceptual_theme,participatory_culture_and_production,conceptual_theme__participatory_culture_and_production,1
FE73J8WI,2023,conceptual_theme,game_literacy,conceptual_theme__game_literacy,1
FE73J8WI,2023,library_context,multiple_library_types,library_context__multiple_library_types,1
FE73J8WI,2023,game_format,tabletop_game,game_format__tabletop_game,1
FE73J8WI,2023,game_format,tabletop_roleplaying_game,game_format__tabletop_roleplaying_game,1
FE73J8WI,2023,service_area,learning_and_literacy,service_area__learning_and_literacy,1
FE73J8WI,2023,service_area,community_and_inclusion,service_area__community_and_inclusion,1
FE73J8WI,2023,service_area,creation_and_making,service_area__creation_and_making,1
FE73J8WI,2023,service_audience,general_public,service_audience__general_public,1
FE73J8WI,2023,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
FE73J8WI,2023,evidence_confidence,practitioner_knowledge,evidence_confidence__practitioner_knowledge,1
FE73J8WI,2023,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
FE73J8WI,2023,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
EWFRJ3U8,2015,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
EWFRJ3U8,2015,evidence_type,empirical_study,evidence_type__empirical_study,1
EWFRJ3U8,2015,primary_methodology,survey,primary_methodology__survey,1
EWFRJ3U8,2015,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
EWFRJ3U8,2015,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
EWFRJ3U8,2015,library_context,academic_library,library_context__academic_library,1
EWFRJ3U8,2015,game_format,escape_room_or_breakout_box,game_format__escape_room_or_breakout_box,1
EWFRJ3U8,2015,game_format,game_creation,game_format__game_creation,1
EWFRJ3U8,2015,service_area,learning_and_literacy,service_area__learning_and_literacy,1
EWFRJ3U8,2015,service_area,discovery_and_advisory,service_area__discovery_and_advisory,1
EWFRJ3U8,2015,service_audience,students,service_audience__students,1
EWFRJ3U8,2015,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
EWFRJ3U8,2015,evidence_confidence,promising_evidence,evidence_confidence__promising_evidence,1
EWFRJ3U8,2015,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
EWFRJ3U8,2015,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
G4QURU9H,2019,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
G4QURU9H,2019,evidence_type,implementation_case,evidence_type__implementation_case,1
G4QURU9H,2019,primary_methodology,survey,primary_methodology__survey,1
G4QURU9H,2019,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
G4QURU9H,2019,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
G4QURU9H,2019,library_context,public_library,library_context__public_library,1
G4QURU9H,2019,game_format,tabletop_game,game_format__tabletop_game,1
G4QURU9H,2019,service_area,learning_and_literacy,service_area__learning_and_literacy,1
G4QURU9H,2019,service_area,community_and_inclusion,service_area__community_and_inclusion,1
G4QURU9H,2019,service_audience,students,service_audience__students,1
G4QURU9H,2019,intended_outcome,engagement_and_participation,intended_outcome__engagement_and_participation,1
G4QURU9H,2019,evidence_confidence,demonstrated_outcome,evidence_confidence__demonstrated_outcome,1
G4QURU9H,2019,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
G4QURU9H,2019,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
XJ445K2P,2024,source_type,blog_or_web_article,source_type__blog_or_web_article,1
XJ445K2P,2024,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
XJ445K2P,2024,primary_methodology,none,primary_methodology__none,1
XJ445K2P,2024,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
XJ445K2P,2024,conceptual_theme,participatory_culture_and_production,conceptual_theme__participatory_culture_and_production,1
XJ445K2P,2024,conceptual_theme,game_literacy,conceptual_theme__game_literacy,1
XJ445K2P,2024,library_context,public_library,library_context__public_library,1
XJ445K2P,2024,game_format,tabletop_roleplaying_game,game_format__tabletop_roleplaying_game,1
XJ445K2P,2024,service_area,programming_and_facilitation,service_area__programming_and_facilitation,1
XJ445K2P,2024,service_audience,general_public,service_audience__general_public,1
XJ445K2P,2024,intended_outcome,engagement_and_participation,intended_outcome__engagement_and_participation,1
XJ445K2P,2024,evidence_confidence,descriptive_only,evidence_confidence__descriptive_only,1
XJ445K2P,2024,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
LXYNXFMH,2020,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
LXYNXFMH,2020,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
LXYNXFMH,2020,primary_methodology,none,primary_methodology__none,1
LXYNXFMH,2020,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
LXYNXFMH,2020,library_context,public_library,library_context__public_library,1
LXYNXFMH,2020,game_format,digital_game,game_format__digital_game,1
LXYNXFMH,2020,service_area,collections_and_access,service_area__collections_and_access,1
LXYNXFMH,2020,service_area,discovery_and_advisory,service_area__discovery_and_advisory,1
LXYNXFMH,2020,service_area,programming_and_facilitation,service_area__programming_and_facilitation,1
LXYNXFMH,2020,service_area,outreach_and_partnerships,service_area__outreach_and_partnerships,1
LXYNXFMH,2020,service_audience,general_public,service_audience__general_public,1
LXYNXFMH,2020,intended_outcome,equitable_access,intended_outcome__equitable_access,1
LXYNXFMH,2020,evidence_confidence,practitioner_knowledge,evidence_confidence__practitioner_knowledge,1
LXYNXFMH,2020,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
LXYNXFMH,2020,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
LXYNXFMH,2020,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
5VZWS32S,2023,source_type,professional_publication,source_type__professional_publication,1
5VZWS32S,2023,evidence_type,empirical_study,evidence_type__empirical_study,1
5VZWS32S,2023,primary_methodology,survey,primary_methodology__survey,1
5VZWS32S,2023,conceptual_theme,information_behavior_and_practice,conceptual_theme__information_behavior_and_practice,1
5VZWS32S,2023,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
5VZWS32S,2023,conceptual_theme,social_equity_and_access,conceptual_theme__social_equity_and_access,1
5VZWS32S,2023,library_context,public_library,library_context__public_library,1
5VZWS32S,2023,game_format,unspecified_game_format,game_format__unspecified_game_format,1
5VZWS32S,2023,service_area,collections_and_access,service_area__collections_and_access,1
5VZWS32S,2023,service_area,discovery_and_advisory,service_area__discovery_and_advisory,1
5VZWS32S,2023,service_area,learning_and_literacy,service_area__learning_and_literacy,1
5VZWS32S,2023,service_area,community_and_inclusion,service_area__community_and_inclusion,1
5VZWS32S,2023,service_area,outreach_and_partnerships,service_area__outreach_and_partnerships,1
5VZWS32S,2023,service_area,professional_capacity,service_area__professional_capacity,1
5VZWS32S,2023,service_audience,general_public,service_audience__general_public,1
5VZWS32S,2023,intended_outcome,equitable_access,intended_outcome__equitable_access,1
5VZWS32S,2023,evidence_confidence,demonstrated_outcome,evidence_confidence__demonstrated_outcome,1
5VZWS32S,2023,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
5VZWS32S,2023,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
5VZWS32S,2023,service_conditions_addressed,community_assessment_needed,service_conditions_addressed__community_assessment_needed,1
5VZWS32S,2023,service_conditions_addressed,sustainable_operations,service_conditions_addressed__sustainable_operations,1
5VZWS32S,2023,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
5VZWS32S,2023,service_conditions_addressed,evaluation_or_reflection,service_conditions_addressed__evaluation_or_reflection,1
8R9QA5IH,2024,source_type,blog_or_web_article,source_type__blog_or_web_article,1
8R9QA5IH,2024,evidence_type,practitioner_reflection,evidence_type__practitioner_reflection,1
8R9QA5IH,2024,primary_methodology,none,primary_methodology__none,1
8R9QA5IH,2024,conceptual_theme,games_as_cultural_media,conceptual_theme__games_as_cultural_media,1
8R9QA5IH,2024,conceptual_theme,participatory_culture_and_production,conceptual_theme__participatory_culture_and_production,1
8R9QA5IH,2024,library_context,public_library,library_context__public_library,1
8R9QA5IH,2024,game_format,tabletop_roleplaying_game,game_format__tabletop_roleplaying_game,1
8R9QA5IH,2024,game_format,game_creation,game_format__game_creation,1
8R9QA5IH,2024,service_area,creation_and_making,service_area__creation_and_making,1
8R9QA5IH,2024,service_area,discovery_and_advisory,service_area__discovery_and_advisory,1
8R9QA5IH,2024,service_audience,general_public,service_audience__general_public,1
8R9QA5IH,2024,intended_outcome,creativity_and_production,intended_outcome__creativity_and_production,1
8R9QA5IH,2024,evidence_confidence,descriptive_only,evidence_confidence__descriptive_only,1
8R9QA5IH,2024,service_conditions_addressed,inclusive_design_or_accessibility,service_conditions_addressed__inclusive_design_or_accessibility,1
8R9QA5IH,2024,service_conditions_addressed,access_infrastructure_required,service_conditions_addressed__access_infrastructure_required,1
M4BHEU53,2016,source_type,peer_reviewed_journal_article,source_type__peer_reviewed_journal_article,1
M4BHEU53,2016,evidence_type,implementation_case,evidence_type__implementation_case,1
M4BHEU53,2016,evidence_type,content_analysis,evidence_type__content_analysis,1
M4BHEU53,2016,primary_methodology,qualitative_study,primary_methodology__qualitative_study,1
M4BHEU53,2016,conceptual_theme,game_literacy,conceptual_theme__game_literacy,1
M4BHEU53,2016,conceptual_theme,service_ecology,conceptual_theme__service_ecology,1
M4BHEU53,2016,library_context,academic_library,library_context__academic_library,1
M4BHEU53,2016,game_format,digital_game,game_format__digital_game,1
M4BHEU53,2016,game_format,game_creation,game_format__game_creation,1
M4BHEU53,2016,service_area,learning_and_literacy,service_area__learning_and_literacy,1
M4BHEU53,2016,service_area,programming_and_facilitation,service_area__programming_and_facilitation,1
M4BHEU53,2016,service_audience,students,service_audience__students,1
M4BHEU53,2016,intended_outcome,learning_and_literacy,intended_outcome__learning_and_literacy,1
M4BHEU53,2016,evidence_confidence,demonstrated_outcome,evidence_confidence__demonstrated_outcome,1
M4BHEU53,2016,service_conditions_addressed,skilled_facilitation_required,service_conditions_addressed__skilled_facilitation_required,1
M4BHEU53,2016,service_conditions_addressed,community_assessment_needed,service_conditions_addressed__community_assessment_needed,1
